kbo_number,company_name,city,postal_code,status,industry_nace_code,legal_form,main_email,main_phone,website_url
0891141968,DÉPÖT CENTRAL,Gent,9000,AC,56111,Besloten Vennootschap,,,
1015658888,Démarrage,Gent,9000,AC,56309,Besloten Vennootschap,,,
0728586004,EAST SUN,Gent,9000,AC,56111,Besloten Vennootschap,info@chinapaleisgent.be,,www.chinapaleisgent.be
1012837277,EAT THIS atelier,Gent,9031,AC,56111,Besloten Vennootschap,,,
0757785378,EDGELEAD BUSINESS CONSULTING,Gent,9000,AC,56111,Besloten Vennootschap,,,
0793922234,EDI FOOD,Gent,9000,AC,56112,Commanditaire vennootschap,,,
0401351851,EDJUGO,Gent,9051,AC,56111,Naamloze vennootschap,,,
0478389944,EFE,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0687885002,EFE COMPANY,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0785464329,EFE-K,Gent,9000,AC,56111,Commanditaire vennootschap,,,
0696712990,EITJES,Gent,9000,AC,56112,Besloten Vennootschap,,,
0644519072,ELIF,Gent,9000,AC,56112,Besloten Vennootschap,,,
0734976324,ELKA GROUP,Gent,9000,AC,56112,Besloten Vennootschap,,,
0875547536,EROGLU,Gent,9000,AC,56112,Besloten Vennootschap,,,
0888614822,ESRA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0750999932,ETKA,Gent,9000,AC,56112,Besloten Vennootschap,,,
1008860376,ETSAMA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0462000112,ETTE IBIBIO,Gent,9000,AC,94993,Vereniging zonder winstoogmerk,,,
0820808753,EUROASIA,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0638803101,EUROBAR,Gent,9000,AC,56301,Besloten Vennootschap,,,
0771502366,EUROBEL CONCEPT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0540939306,EVENTS @ COOKING,Gent,9031,AC,56112,Vennootschap onder firma,,,
0773622411,EXIT GAMES,Gent,9000,AC,93299,Besloten Vennootschap,,,
0667518663,Edelrot,Gent,9000,AC,56301,Besloten Vennootschap,,,
0636993456,Eentjevanthuis,Gent,9000,AC,56301,Besloten Vennootschap,,,
0429477297,El Hallal,Gent,9000,AC,56111,Besloten Vennootschap,,,
0754971685,Elders bv,Gent,9000,AC,56111,Besloten Vennootschap,,,
0451282008,Elektro BE en BE,Gent,9000,AC,56112,Naamloze vennootschap,,,
0786333567,Elham Company 2,Gent,9000,AC,56111,Besloten Vennootschap,,,
0656627444,Elias-Co,Gent,9000,AC,56301,Besloten Vennootschap,,,
0563682539,Emmy's,Gent,9050,AC,56111,Besloten Vennootschap,,,
0474726710,Epiphany's Kitchen,Gent,9000,AC,56111,Besloten Vennootschap,,,
0790848819,Er-al,Gent,9000,AC,56111,Vennootschap onder firma,solakerdem@hotmail.com,,
0535896690,Escuro,Gent,9000,AC,56111,Besloten Vennootschap,,,
0752749395,Etsan,Gent,9030,AC,46321,Besloten Vennootschap,,,
0642734470,Ettemé,Gent,9000,AC,56111,Vennootschap onder firma,,,
0736510112,Extel,Gent,9000,AC,56111,Besloten Vennootschap,,,
0650646108,F & S FOOD,Gent,9050,AC,42220,Gewone commanditaire vennootschap,,,
1000853522,F-Trading,Gent,9040,AC,56112,Besloten Vennootschap,,,
0767932469,FABRIQ,Gent,9000,AC,56111,Besloten Vennootschap,,,
0478691337,FAIR FOOD,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0458474854,FAIT DIVERS,Gent,9051,AC,56112,Naamloze vennootschap,,,
0747952053,FAJA LOBI,Gent,9000,AC,55204,Besloten Vennootschap,fajalobigent@telenet.be,,www.fajalobi.be
0453840234,FAMILY DRIVE,Gent,9032,AC,56112,Besloten Vennootschap,,,
0728669443,FATTOUSH,Gent,9000,AC,56111,Besloten Vennootschap,,,
0802325602,FAYAZ,Gent,9000,AC,56111,Besloten Vennootschap,,,
0662701525,FERMETTE,Gent,9000,AC,56111,Besloten Vennootschap,jonas_vt@hotmail.com,,
0768682537,FIDEL CommV,Gent,9000,AC,56112,Commanditaire vennootschap,,,
0787516769,FIERSKENS,Gent,9042,AC,56111,Besloten Vennootschap,,,
0785787793,FIT FACTORY,Gent,9031,AC,56112,Besloten Vennootschap,,,
0698681892,FITCHEN,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0716673315,FITCHEN KORTEMUNT,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,info@fitchen.be,,
0707748721,FITCHEN VLAANDERENSTRAAT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0784803046,FLORDI,Gent,9000,AC,64210,Coöperatieve vennootschap,info@flordi.be,,
0702942073,FLORENC,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0751526009,FLOVIER,Gent,9041,AC,56111,Besloten Vennootschap,olivier_speltdooren@hotmail.be,,www.chaflo.be
1009505427,FLUO CLUB,Gent,9000,AC,56111,Besloten Vennootschap,,,
1011282012,FLYNN'S,Gent,9050,AC,56111,Besloten Vennootschap,,,
0799922970,FMM Group,Gent,9000,AC,56112,Besloten Vennootschap,,,
0567620343,FOBO,Gent,9000,AC,56301,Besloten Vennootschap,,,
0460044967,FOLEY,Gent,9000,AC,56111,Besloten Vennootschap,,,
0724838240,FOOD KNIGHTS,Gent,9000,AC,56112,Besloten Vennootschap,,,
0806490365,FOOD PASSION,Gent,9000,AC,56111,Vennootschap onder firma,,,
1014639893,FOODBAR 9000,Gent,9000,AC,56112,Besloten Vennootschap,,,
0501644705,FOODIE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0762954290,FOODPREPPER,Gent,9000,AC,47279,Besloten Vennootschap,info@foodprepper.be,0496602883,www.foodprepper.be
0635627340,FORTYONE,Gent,9041,AC,47762,Besloten Vennootschap,,,
0889221962,FR,Gent,9000,AC,46170,Besloten Vennootschap,,,
0713563573,FRANKD,Gent,9000,AC,56111,Besloten Vennootschap,,,
0827742372,FRIET TIME,Gent,9000,AC,56112,Gewone commanditaire vennootschap,,,
0475559029,FRIETSHOP,Gent,9050,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0831269907,FRITSTOP,Gent,9050,AC,56112,Besloten Vennootschap,,,
0713890997,FRY WILLY,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
1007081120,Faits Divers Belgium,Gent,9000,AC,56111,Besloten Vennootschap,,,
0744765010,Fare,Gent,9000,AC,56220,Besloten Vennootschap,directie@baronievanboelare.be,,
1002750663,Faro,Gent,9000,AC,56111,Vennootschap onder firma,,,
0778335621,Fastlife,Gent,9000,AC,56301,Besloten Vennootschap,amarovsuren@hotmail.com,+32 479 74 07 62,
0782838104,Feeha,Gent,9000,AC,56112,Vennootschap onder firma,,,
0761830674,Fishtail,Gent,9000,AC,56111,Besloten Vennootschap,,,
0643597275,Fleur de Lee,Gent,9000,AC,96210,Besloten Vennootschap,,,
0783668839,Fly Food Charlie,Gent,9051,AC,56112,Besloten Vennootschap,,,
0880591338,Food & Co,Gent,9050,AC,55302,Besloten Vennootschap,info@taste-it.today,,www.taste-it.today
0719446030,Food4Victory,Gent,9032,AC,56112,Vennootschap onder firma,,,
0451930423,Forza Ritmica Gent,Gent,9000,AC,93129,Vereniging zonder winstoogmerk,,,
0797277246,Fratelli D'Italia Gent,Gent,9000,AC,56111,Besloten Vennootschap,,,
0691647018,Frites Atelier Gent,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0748870088,Frituur Einde Were,Gent,9000,AC,56112,Vennootschap onder firma,,,
0764827875,Frituur Marcel,Gent,9000,AC,56112,Commanditaire vennootschap,,,
1006160610,Frituur Oud Bareeltje,Gent,9040,AC,56112,Besloten Vennootschap,,,
0776512912,Frituur Vrijdagmarkt,Gent,9000,AC,56112,Besloten Vennootschap,,,
0678643672,FrouFrou,Gent,9000,AC,56111,Vennootschap onder firma,,,
1015646121,Frozen Bliss,Gent,9000,AC,56111,Commanditaire vennootschap,,,
0788197353,Fuga One,Gent,9000,AC,56210,Besloten Vennootschap,,,
0845899485,G-FOUR,Gent,9000,AC,56301,Besloten Vennootschap,gent@lebotaniste.eu,092334535,www.lebotaniste.eu
0680413725,GANDAPANDA,Gent,9000,AC,56301,Besloten Vennootschap,timjansen@europe.com,,
0794901538,GAYRALD,Gent,9000,AC,56111,Commanditaire vennootschap,,,
0445925628,GEBOS,Gent,9000,AC,56301,Besloten Vennootschap,,,
0784759395,GENTE BRASIL,Gent,9052,AC,47279,Besloten Vennootschap,,,
0480590755,GENTSE REGIO CLUB,Gent,9050,AC,56112,Vereniging zonder winstoogmerk,,,
0789802110,GENTSE STADSBROUWERIJ ARTEVELDE,Gent,9000,AC,56301,Naamloze vennootschap,,,
0739577587,GIRI,Gent,9000,AC,56112,Besloten Vennootschap,,,
0741658634,GLOBAL GROEP,Gent,9040,AC,43211,Besloten Vennootschap,,,
0555762191,GOEDETEN,Gent,9000,AC,56111,Besloten Vennootschap,,,
0533875825,GOESTING,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0469988655,GOK'S,Gent,9000,AC,56112,Besloten Vennootschap,,,
0454838839,GOOSSENS INVEST,Gent,9000,AC,56111,Besloten Vennootschap,,,
0550872106,GORKHA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0881053275,GOVAMO,Gent,9000,AC,46216,Besloten Vennootschap,,,
0466745885,GRADE,Gent,9050,AC,56111,Besloten Vennootschap,,,
1017813476,GRANIT CY GHENT,Gent,9031,AC,55100,Naamloze vennootschap,,,
0787802326,GREAT MINDS THINK ALIKE,Gent,9000,AC,46833,Besloten Vennootschap,,,
0462245085,GREENWAY FOODS,Gent,9000,AC,56112,Naamloze vennootschap,info@greenway.be,0476 46 93 11,www.greenway.be
0435056282,GRILL BEAULIEU,Gent,9041,AC,56111,Naamloze vennootschap,,,
0759501783,GROEP AA,Gent,9000,AC,56111,BTW-eenheid,,,
0672557517,GROEP BAARLE 90,Gent,9031,AC,56111,BTW-eenheid,,,
0779663927,GROEP DE BREYNE,Gent,9000,AC,82100,BTW-eenheid,,,
0773500665,GROEP RAYMOND,Gent,9000,AC,56111,BTW-eenheid,,,
0809492714,GULHAN,Gent,9000,AC,56112,Besloten Vennootschap,,,
0719915390,GULL International,Gent,9050,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0563611174,GULZIG,Gent,9000,AC,56210,Besloten Vennootschap,,,
0451195005,GUNES,Gent,9000,AC,56112,Vennootschap onder firma,,,
1001398801,GUPTESWOR,Gent,9000,AC,56112,Besloten Vennootschap,,,
0742577857,GUSTUM,Gent,9051,AC,56111,Besloten Vennootschap,,,
1016032537,GVDM Projects,Gent,9000,AC,56112,Besloten Vennootschap,,,
0770461102,Gabriël,Gent,9031,AC,47513,Commanditaire vennootschap,,,
0805073373,Gantoise Horeca,Gent,9000,AC,56301,Besloten Vennootschap,,,
0664734070,Gaotian Sushi,Gent,9040,AC,56112,Besloten Vennootschap,,,
0408101863,Gent Rugby Football Club,Gent,9000,AC,56111,Vereniging zonder winstoogmerk,info@gent-rugby.be,0470259838,www.gent-rugby.be/
1009766634,Gents Gebak Abel,Gent,9041,AC,56112,Vennootschap onder firma,,,
0692988190,Gentse 12urenloop vereniging zonder winstoogmerk,Gent,9000,AC,56220,Vereniging zonder winstoogmerk,,,
0433434503,Gentse Kano en Kajak Organisatie V.Z.W. (ex. REWS),Gent,9000,AC,56111,Vereniging zonder winstoogmerk,,,
1005251580,Gerard,Gent,9000,AC,56111,Besloten Vennootschap,,,
0818150656,Ghent Lacrosse,Gent,9032,AC,56220,Vereniging zonder winstoogmerk,board@ghentlacrosse.be,,www.ghentlacrosse.com
1017497930,Gilles Management Company 25,Gent,9000,AC,56111,Besloten Vennootschap,,,
0679588829,Gin Joint,Gent,9040,AC,56111,Besloten Vennootschap,,,
0742956850,Gioiello,Gent,9000,AC,56111,Besloten Vennootschap,,,
0744787675,Gourmet Traveller,Gent,9000,AC,56111,Besloten Vennootschap,,,
0753415826,Goya,Gent,9000,AC,56112,Besloten Vennootschap,goyacoffeeandsmoothie@gmail.com,0494256082,www.Goyacoffee.be
0799202497,Grecanico,Gent,9000,AC,47110,Besloten Vennootschap,,,
0476026906,Grill Mix Centrum,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0865046691,GÔK'S 2,Gent,9000,AC,56111,Besloten Vennootschap,,,
0651964615,H-SES,Gent,9000,AC,56112,Besloten Vennootschap,,,
0761516019,HAAZE,Gent,9050,AC,56220,Besloten Vennootschap,,,
0797964263,HADDOK,Gent,9000,AC,56111,Besloten Vennootschap,,,
1002885374,HAGHEDOOREN - MICHIELS,Gent,9000,AC,56112,Besloten Vennootschap,,,
1000740981,HAMENYUS,Gent,9000,AC,56111,Vennootschap onder firma,,,
1014732044,HAMZA,Gent,9000,AC,47221,Besloten Vennootschap,,,
1017621159,HAMZA-AFG,Gent,9000,AC,56112,Besloten Vennootschap,,,
0671638193,HAPPY,Gent,9050,AC,56112,Gewone commanditaire vennootschap,,,
0882786013,HARMAN BHOGAL,Gent,9050,AC,56111,Besloten Vennootschap,,,
0451921911,HASAN BABA,Gent,9031,AC,56111,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,,,
0563346801,HASEB,Gent,9000,AC,56112,Besloten Vennootschap,,,
0749523255,HATI'S,Gent,9000,AC,56111,Besloten Vennootschap,,,
0783344977,HESTOLL,Gent,9000,AC,56111,Besloten Vennootschap,,,
0438228677,HET THAIS HUIS,Gent,9000,AC,55301,Besloten vennootschap met beperkte aansprakelijkheid,,,
1006473879,HIMAL,Gent,9000,AC,56112,Besloten Vennootschap,,,
0715402120,HIMSCHOOT,Gent,9041,AC,10712,Naamloze vennootschap,,,
0525815620,HIS Administratie & Advies,Gent,9032,AC,47120,Gewone commanditaire vennootschap,hisadvies@gmail.com,,
0419244094,HISPANO BELGA CARLOS V,Gent,9000,AC,56111,Vereniging zonder winstoogmerk,,,
0664680622,HODECON,Gent,9052,AC,56112,Besloten Vennootschap,,,
0674396755,HOLY GUACAMOLY GENT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0477150423,HOMERUS,Gent,9000,AC,55301,Besloten Vennootschap,,,
0687943794,HORECA CONSULTING,Gent,9000,AC,56111,Besloten Vennootschap,,,
0897467556,HORECA FOOT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0800788547,HOSPEC,Gent,9000,AC,56111,Besloten Vennootschap,renaud.wullaert@outlook.com,,
0448927777,HOTEL DE LOURDES,Gent,9041,AC,55301,Naamloze vennootschap,,,
0729942420,Hap Hap,Gent,9030,AC,56112,Besloten Vennootschap,,,
0798505384,Hatay Kebap,Gent,9050,AC,56112,Besloten Vennootschap,,,
0453005737,Heldr.,Gent,9051,AC,45442,Naamloze vennootschap,,,
0809586942,Het Achterhuis,Gent,9000,AC,68203,Besloten vennootschap met beperkte aansprakelijkheid,,,
0781696076,Het Klaverblad,Gent,9050,AC,56111,Besloten Vennootschap,,,
1017815060,Het Mooie Weer!,Gent,9000,AC,56111,Vennootschap onder firma,hetmooieweer.gent@gmail.com,+32456678614,
0806988134,Homemade dreams,Gent,9000,AC,56111,Besloten Vennootschap,,,
0791683910,Horecator Events,Gent,9051,AC,70200,Besloten Vennootschap,,,
0735340667,Hotel Den Briel,Gent,9000,AC,55100,Vereniging zonder winstoogmerk,,,
0721512328,Hotel Nonam,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0435053512,Huis van de Economie,Gent,9000,AC,56220,Vereniging zonder winstoogmerk,,,
0841265459,Hünkar,Gent,9000,AC,56112,Besloten Vennootschap,,,
0449733174,I.V.A.- TEX,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0699766710,IGUAL,Gent,9000,AC,56111,Besloten Vennootschap,,,
0655764639,IHVANS,Gent,9000,AC,49410,Besloten vennootschap met beperkte aansprakelijkheid,,,
0466782113,IL CORTILE,Gent,9000,AC,56111,Commanditaire vennootschap,,,
0632557685,IL MEZZOGIORNO,Gent,9000,AC,56111,Besloten Vennootschap,,,
0886327602,IL MONDO DI MICCOLI,Gent,9000,AC,56112,Besloten Vennootschap,,0476219307,
0732972877,ILLYRIAN,Gent,9000,AC,56111,Vennootschap onder firma,,,
0407874805,IMMER VOORUIT IN DEUGD EN IN VREUGD,Gent,9040,AC,93110,Vereniging zonder winstoogmerk,,,
0436408146,IMMODRINKS,Gent,9041,AC,46349,Besloten Vennootschap,,,
0802370043,IMRE GROUP,Gent,9041,AC,56112,Besloten Vennootschap,,,
0703897722,IMSU,Gent,9000,AC,56112,Gewone commanditaire vennootschap,,,
0889862558,IN BOCCA LUPO,Gent,9000,AC,55301,Besloten Vennootschap,,,
0843472507,INDIAN CURY HOUSE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0506713746,INSIEME,Gent,9041,AC,56210,Besloten Vennootschap,,,
0803405864,ITALMANGIA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0535552638,Ichi Bites,Gent,9000,AC,56112,Besloten Vennootschap,,,
0786830346,Idris & Adam,Gent,9050,AC,46370,Besloten Vennootschap,,,
0753835401,Iensen & Jelle,Gent,9000,AC,56112,Besloten Vennootschap,chassepatatgent@gmail.com,,
0877495751,In Balance,Gent,9000,AC,56220,Besloten Vennootschap,,,
0864998488,Inter Rail,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
1014823304,Irish pub IEPER,Gent,9000,AC,56301,Besloten Vennootschap,,,
0795501651,Izza,Gent,9000,AC,56111,Besloten Vennootschap,,,
0831894269,J & J,Gent,9000,AC,56301,Besloten Vennootschap,,,
0866759930,J.B.J.,Gent,9000,AC,55301,Besloten Vennootschap,,,
0867170201,J.O.J.C.,Gent,9000,AC,56111,Besloten Vennootschap,,,
0474504994,J.V.D.,Gent,9000,AC,01210,Besloten vennootschap met beperkte aansprakelijkheid,,,
0480304705,JACQUELINE,Gent,9000,AC,55302,Besloten Vennootschap,,,
0777755995,JAISONDEEP,Gent,9000,AC,56111,Besloten Vennootschap,,,
0876392030,JASBIR MEHLA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0730549065,JASWAL TRADING,Gent,9052,AC,56112,Besloten Vennootschap,,,
0779650465,JEV,Gent,9000,AC,56111,Besloten Vennootschap,,,
0632812954,JILLES GENT,Gent,9031,AC,56111,Besloten Vennootschap,,,
0739720119,JMF,Gent,9000,AC,56112,Besloten Vennootschap,,,
0667878652,JMWK,Gent,9050,AC,56111,Besloten Vennootschap,,,
0785938441,JOAN,Gent,9000,AC,56111,Besloten Vennootschap,,,
0888145262,JOSEPH & SONS,Gent,9000,AC,55100,Besloten Vennootschap,,,
0479912448,JOVANY,Gent,9000,AC,55100,Naamloze vennootschap,,,
0798937035,JOZO-Delicious,Gent,9041,AC,56112,Besloten Vennootschap,,,
0823947296,JUKRI,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0643816912,JULES,Gent,9000,AC,56112,Besloten Vennootschap,,,
1005617806,JV Krajnak,Gent,9000,AC,56112,Besloten Vennootschap,,,
0753676934,Jadka Gadka Bistro Bar,Gent,9040,AC,56111,Besloten Vennootschap,,,
0891430295,Jaggers,Gent,9000,AC,55301,Besloten Vennootschap,,,
0655879356,Janine's,Gent,9000,AC,56111,Besloten Vennootschap,,,
0739633116,Jazzi,Gent,9000,AC,56111,Besloten Vennootschap,,,
0765941001,Jona Van Steenkiste,Gent,9030,AC,74201,Commanditaire vennootschap,jonavansteenkiste@hotmail.com,,
0568512446,Jonas Vercruyssen,Gent,9000,AC,56112,Besloten Vennootschap,,,
1017615914,Just Feel Good,Gent,9000,AC,47711,Commanditaire vennootschap,,,
1009477416,KABACLER,Gent,9040,AC,56112,Besloten Vennootschap,,,
0798832018,KAM Company,Gent,9000,AC,56112,Besloten Vennootschap,,,
0761749215,KANON,Gent,9000,AC,56301,Besloten Vennootschap,,,
0884054040,KANPAI,Gent,9000,AC,56111,Besloten Vennootschap,info@amatsu.be,0484567677,
0782376660,KANTAR,Gent,9000,AC,56112,Besloten Vennootschap,,,
0536791268,KANTIPUR,Gent,9000,AC,56111,Besloten Vennootschap,,,
0781463870,KARAKAYA KADIR,Gent,9050,AC,56112,Besloten Vennootschap,,,
0772621133,KAROOT,Gent,9000,AC,56111,Coöperatieve vennootschap,hallo@karoot.gent,,www.karoot.gent
0667908643,KDS GENT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0526869851,KEBAP ABOOV,Gent,9000,AC,56112,Besloten Vennootschap,,,
0772777026,KEISKANT,Gent,9031,AC,56309,Besloten Vennootschap,info@cafekeiskant.be,,
0633826506,KERASUS,Gent,9000,AC,56112,Commanditaire vennootschap,,,
0661603940,KEREMCAN,Gent,9040,AC,56301,Vennootschap onder firma,,,
0458974997,KERKENHOEK,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0791315310,KETCHUP GENT,Gent,9000,AC,56112,Besloten Vennootschap,,,
0695662818,KING2,Gent,9000,AC,56112,Gewone commanditaire vennootschap,,,
0785436318,KNALMNGMT,Gent,9000,AC,70200,Commanditaire vennootschap,,,
0475244075,KOBALT,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0749424176,KOED-FEU,Gent,9000,AC,56111,Besloten Vennootschap,,,
0457799022,KOEN'S,Gent,9000,AC,56111,Naamloze vennootschap,,,
0799799444,KONA,Gent,9051,AC,56111,Besloten Vennootschap,,,
1003674836,KRAZ,Gent,9050,AC,56111,Besloten Vennootschap,,,
0552569012,KRIYA,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
1008742491,KRON,Gent,9000,AC,56112,Besloten Vennootschap,,,
0457585424,KUCUK en SISMAN,Gent,9050,AC,56111,Vennootschap onder firma,,,
0478772006,KUDETA,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0753467294,KULTUR BAKERY,Gent,9000,AC,10712,Besloten Vennootschap,,,
0684508907,KUSMA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0663689539,Kaffie is Kaffie,Gent,9000,AC,56112,Vereniging zonder winstoogmerk,,,
0731974074,Kaktus en Koo,Gent,9000,AC,56111,Besloten Vennootschap,erdinchocalar@hotmail.com,0470/84.75.61,
0771803363,Kareman,Gent,9031,AC,56112,Besloten Vennootschap,,,
0542449140,Kasteelstaart Company,Gent,9000,AC,56112,Besloten Vennootschap,,,
1013095615,Keppe,Gent,9000,AC,56301,Besloten Vennootschap,,,
0780527920,Knol en Kool,Gent,9000,AC,56111,Besloten Vennootschap,,,
0735796666,Koeketiene,Gent,9000,AC,56111,Besloten Vennootschap,,,
0409025145,Koninklijke Atletiek Associatie Gent - Afdeling Atletiek Gent,Gent,9050,AC,93128,Vereniging zonder winstoogmerk,,,
0407592218,Koninklijke Cano Club Gent,Gent,9000,AC,93126,Vereniging zonder winstoogmerk,info@kccg.be,0473/815365,www.kccg.be
0409676629,Koninklijke Racing Club Gent Atletiek,Gent,9050,AC,93128,Vereniging zonder winstoogmerk,,,
0400048388,Koninklijke Roeivereniging Club Gent,Gent,9000,AC,56220,Vereniging zonder winstoogmerk,,,
0449183046,Koninklijke Voetbalvereniging Eendracht Drongen afgekort KVE Drongen,Gent,9031,AC,93121,Vereniging zonder winstoogmerk,,,
0803578979,Konventshuis,Gent,9000,AC,56301,Besloten Vennootschap,,,
0876100634,Korenlei 1,Gent,9000,AC,56112,Besloten Vennootschap,,,
0780422408,Korenmarkt Gent,Gent,9000,AC,56112,Besloten Vennootschap,,,
0639882175,L'apero D'oc,Gent,9040,AC,56111,Besloten Vennootschap,,,
0799141329,L'ostendaise,Gent,9000,AC,56111,Commanditaire vennootschap,,,
0458939959,LA DOLCE VITA BVBA,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0846827024,LA MALCONTENTA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0542863270,LA MESTIZA,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0428799287,LA PINETA,Gent,9000,AC,56111,Naamloze vennootschap,,,
0449468801,LA PIZZERIA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0540956528,LA QUEEN BERBÈRE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0828340903,LA VITA E BELLA,Gent,9050,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0761739713,LABATH,Gent,9000,AC,56112,Commanditaire vennootschap,,,
0797658912,LAITH,Gent,9000,AC,56111,Besloten Vennootschap,,,
0843384316,LAUVIN,Gent,9000,AC,56112,Besloten Vennootschap,,,
0722813217,LBH GROUP,Gent,9000,AC,56111,Besloten Vennootschap,,,
0787396906,LEEHO,Gent,9040,AC,56111,Besloten Vennootschap,,,
0761614009,LENNERT KEYEN,Gent,9000,AC,64210,Besloten Vennootschap,,,
1016898708,LEONÌ CUCINA CONTEMPORANEA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0477948001,LEPELBLAD,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0894530337,LEYLAND,Gent,9031,AC,47730,Naamloze vennootschap,,,
0896007014,LEZIZ,Gent,9000,AC,10712,Besloten Vennootschap,,,
0760551363,LI3MA,Gent,9051,AC,10712,Besloten Vennootschap,,,
0640911266,LIEWIE,Gent,9000,AC,56301,Besloten Vennootschap,,,
0878047661,LIGHTMACHINE agency,Gent,9000,AC,56112,Besloten Vennootschap,,,
0739737341,LIME/FF,Gent,9000,AC,55209,BTW-eenheid,,,
0845685788,LIMITED FOOD,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0788371854,LINA,Gent,9051,AC,56112,Besloten Vennootschap,,,
0743926652,LISMAT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0802568991,LITTLE RED ROOSTER,Gent,9000,AC,56111,Besloten Vennootschap,,,
0786618530,LODOS,Gent,9052,AC,56111,Besloten Vennootschap,,,
0759942738,LODOS ISTANBUL,Gent,9040,AC,56112,Commanditaire vennootschap,,,
0633555203,LOUISSE&DECLERCQ,Gent,9051,AC,56111,Besloten Vennootschap,,,
0646948527,LOUNGE NUMBER 1,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0877666688,LQ,Gent,9031,AC,56112,Besloten Vennootschap,,,
1008549184,LY BARBARIN,Gent,9000,AC,56111,Besloten Vennootschap,,,
0789910986,LYNN WAUTERS,Gent,9030,AC,56112,Besloten Vennootschap,,,
0697753266,Lauwers Jeltse,Gent,9050,AC,56220,Gewone commanditaire vennootschap,,,
0899925814,Le Bateau Events,Gent,9000,AC,56111,Besloten Vennootschap,,,
0472763350,LePlan98,Gent,9042,AC,56111,Besloten Vennootschap,,,
0467480612,Lekker GEC,Gent,9000,AC,56111,Coöperatieve vennootschap,,,
1007800009,LenNas Concept,Gent,9000,AC,56112,Besloten Vennootschap,,,
0802942145,Les Frères,Gent,9051,AC,56111,Besloten Vennootschap,,,
0696751592,Level Up Gent,Gent,9000,AC,56301,Besloten vennootschap met beperkte aansprakelijkheid,,,
0438179583,Lia Linelli,Gent,9000,AC,56111,Besloten Vennootschap,,,
0652860379,Lilly-Rose,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0786581116,Lions Company,Gent,9040,AC,56111,Besloten Vennootschap,,,
0695555029,Lokaliteit,Gent,9000,AC,56111,Coöperatieve vennootschap,,,
0628620970,Ludovica,Gent,9000,AC,56111,Besloten Vennootschap,,,
